content,topics,sentiment,labels
nồi rất tốt nhưng hơi buồn là nồi hơi bị móp 1 chút dù sao dùng cũng rất tốt,Quality,Good,1
"nồi rất đẹp , dùng dễ dàng và đa chứ năng. mình rất hài lòng",Product,Good,0
chảo đẹp dày dặn y hình. rất hài lòng. đang đặt cái thứ 2. mọi người nên mua nhé,Product,Good,0
"lần đầu tiên mình mua đồ tại nhãn hàng tefal này mà gặp phải hàng gia công kém như thế này . dù đã giữ rất cẩn thận kể từ khi mở hàng cho tới khi sử dụng nhưng chỉ sau lần đầu tiên sử dụng để nấu chè đỗ đen  và đó là tất cả những gì mình phát hiện được .chất lượng nấu thì mình chưa test hết nên mình sẽ thêm nhận xét sau . nhưng mình nghĩ bỏ ra gần 1,6 triệu thì chất lượng gia công , hoàn thiện chỉ được nhiêu đó thôi à , chắc phải cần tới mức giá cao hơn mới vẹn cả đôi đường à . ",Product,Bad,0
nồi chắc chắn,Product,Good,0
"giao nhanh và đóng gói rất cẩn thận. chảo dùng chống dính tốt, nấu nhanh, rửa dễ dàng. hài lòng",Logistic,Good,2
đóng gói cẩn thận và giao nhanh. nhưng dùng cối nhựa dù sản phẩm cũng khá đắt. cơ chế tháo mở không được thuận tiện lắm. ,Logistic,Good,2
đóng gói rất kĩ chào hỏi mỏng so với chảo cũ cũng nhã hàng tefal nhưng khác loại. rất đáng mua.,Logistic,Good,2
"mới nhận dc em này là tớ ép lun , hàng đẹp xuất sắc",Product,Good,0
"đã nhận nồi nhưng hàng khuyến mại bị lỗi, thành nồi méo không đậy được vung. mất công canh giảm giá và hàng khuyến mại thì nhận phải hàng bị lỗi mà shop chưa có chính sách đổi sản phẩm, chỉ có thể hoàn trả hàng hoặc đem nồi ra ttbh để nắn nên hơi thất vọng",Logistic,Bad,2
"đã nhận nồi nhưng hàng khuyến mại bị lỗi, thành nồi méo không đậy được vung. mất công canh giảm giá và hàng khuyến mại thì nhận phải hàng bị lỗi mà shop chưa có chính sách đổi sản phẩm, chỉ có thể hoàn trả hàng hoặc đem nồi ra ttbh để nắn nên hơi thất vọng",Logistic,Bad,2
hàng đẹp như hình.hi vọng sử dụng tốt,Product,Good,0
đã nhận đủ hàng. đóng gói kỹ ko bị móp méo cho shop 5 sao. sẽ tiếp tục ủng hộ shop sau này nếu dùng tốt,Product,Good,0
"mình mới dùng 1 lần thì thấy khá ổn, shop đóng gói cực kì kĩ, bao bọc chống sốc đầy đủ, giao hàng nhanh còn được freeship, giá cũng mềm.",Logistic,Good,2
"hàng đẹp , đóng gói cẩn thận , mua được tặng thêm ấm siêu tốc tefal.
cám ơn shop nhiều nhé.
",Product,Good,0
"cầm chắc tay, đẹp, chất lượng",Product,Good,0
"nồi đẹp, chất lượng",Product,Good,0
"11đ cho khâu đóng gói vô cùng chất lượng của lazada. phải thế thì những vật dễ vỡ, móp méo mới an tâm. về sản phẩm thì đẹp, chắc tay, khả năng chống dính và vệ sinh cần tg để test.",Product,Good,0
"nồi bị méo k dùng được do đậy vung bị trượt đi.bỏ tiền ra mua về k dùng được vậy các bạn nghĩ sao? và gần 1 tháng sau mới có nhân viên gọi điện hỏi và bảo khách mang nồi đến đại lý xa lắc xa lơ gò cho hết méo. chứ k đổi trả cho khách hàng.còn y/c khách đánh giá 5 sao. 
gửi hàng cho khách k kiểm tra lỗi trước.lỗi k phải của khách mà khách phải chịu. tefal vn thì nên làm ăn đàng hoàng,chăm sóc sau bán hàng tử tế tận tâm. có nhu cầu về đồ gia dụng thì đừng mua ở đây nhé. 
rất tệ !",Logistic,Bad,2
"chảo cầm chắc tay, dùng bền, chùi rửa thoải mái. 😁",Product,Good,0
"chảo tốt nhưng sử dụng trên bếp ga hơi trơn, cứ trượt lên trượt xuống ",Quality,Good,1
hàng đẹp chất lượng nhân viên giao hàng rất nhiệt tình,Product,Good,0
hàng đẹp chất lượng,Product,Good,0
"nướng xuất sắc mọi người à, đẹp nữa",Product,Good,0
"nhận hàng đẹp, chắc chắn nhưng hy vọng chảo k bị lồi giữa lên như chảo khác mình cũng mua của tefal",Product,Good,0
"giao hàng cẩu thả, không kiểm tra trước kho giao, thùng còn nguyên, không móp mà nồi bên trong lại móp, chat support không trả lời, chưa được 1 *",Logistic,Bad,2
chảo đẹp lắm luôn chắc tay nữa. trúng quà vote mà ngay đợt 12.12 tặng thêm 1 cái nữa. mẹ mình thích lắm ,Product,Good,0
bộ chảo sài thích lắm luôn nha mn ơiiu. rất là xịn sò lun. do mình săn dc giá rẻ 1/2 nên thích lắm,Product,Good,0
"chất lượng sản phẩm tốt.
bộ phận đóng gói hàng đóng chảo trong thùng cẩn thận nhưng lại dư 1 góc cán chảo ở ngoài dẫn đến trầy.
chảo có hơi móp nhẹ.",Product,Good,0
hàng đẹp đóng gói kỹ. mọi người nên mua nha. chưa xài nên chưa biết chất lượng bền ko. giao hàng tương đối nhanh shiper thân thiện và vui vẻ và. tặng shop 5 sao vì chất lượng sản phẩm ,Product,Good,0
"trong lúc đặt hàng ghi đơn hàng được tặng kèm quà tặng là chảo chống dính nhưng lúc nhận hàng lại không có quà tặng??? nhờ shop kiểm tra lại đơn hàng đặt vào ngày 12.12 xem có chính xác là có khuyến mãi không nhé, vì mình thấy có tặng quà kèm theo nên mới chọn mua.",Sale,Bad,3
"đồ tefal là xịn sò khỏi chê rồi, canh sale mua được giá tốt, giao hàng nhanh, rất hài lòng luôn",Product,Good,0
mua mâý cái rồi rất ok,Quality,Good,1
"chảo đẹp, dùng ok nhưng nếu bỏ cái miếng nhãn nsx ở dưới đáy chảo thì sẽ vote 5 âo",Product,Good,0
"hàng chắc tay, mẫu mã đẹp.  chưa dùng. hi vọng là dùng ổn. z 28 to, rộng. chúc shop đông khách. hàng chất lượng mình sẽ ủng hộ tiếp ",Product,Good,0
"hàng quá đẹp , chắc sẽ dùng hàng tefal nhiều hơn .",Product,Good,0
chất lượng thì chưa biết,Product,Good,0
sp giống như miêu tả . nồi rất đẹp và nhận đc cả dao khuyến mại đẹp. rất ưng ý . sẽ ủng hộ shop những lần sau,Product,Good,0
"gói hàng kỹ, chắc chắn. sản phẩm giống mô tả. giao hàng nhanh................................",Logistic,Good,2
"hình thức , mẫu mã đẹp
tuy nhiên m ko thích lắm vì khi chiên lòng chảo bị lồi cao khiến dầu chàn ra xung quanh, ở giữa lại ko có.",Quality,Bad,1
"gói hàng rất cẩn thận, mình rất hài lòng, mọi người nên mua nha. sẽ ủng hộ tiếp lần dau",Quality,Good,1
"chảo vân đá đẹp, chắc chắn. nhưng có vẻ nhẹ hơn loại vân đá khác ",Product,Good,0
"xài thích cực nha shop, máy cũng gọn gàng tiện duy chuyển nữa, mua trong đợt sale được giá rẻ nữa",Quality,Good,1
chảo đẹp nặng nhìn cứng cáp quá ok,Product,Good,0
chảo hơi nhỏ so với tưởng tượng nhưng chất lượng sp rất tốt. shop đóng gói và giao hàng nhanh cẩn thận,Product,Good,0
"đóng gói cẩn thận, giao hàng nhanh. hàng đẹp,  rất ưng ý. cho shop 5 sao",Product,Good,0
"nồi 12cm mà to oạch luôn. vận chuyển nhanh, đóng gói chắc chắn",Logistic,Good,2
shop đóng gói chảo cẩn thận. mình mua sale nên rẻ hơn ngoài cửa hàng,Logistic,Good,2
"hàng hơi bị méo, chất lượng oke",Product,Good,0
chảo chưa sử dụng nhưng về hình thức và bề ngoài thì  rất đáng mua..khâu đóng gói cẩn thận ......,Logistic,Good,2
rất tốt.cầm chắc tay.nên mua..,Quality,Good,1
"🥰🥰🥰 ❤️ cảm ơn tefal đã tài trợ chương trình vote quà free 12.12 , hàng tặng nhưng chất lượng tuyệt vời, đóng gói sản phẩm chắt chắn, giao hàng siêu nhanh. không ngờ quà tặng 🎁 mà còn được tặng thêm chảo chiên lòng sâu nữa. sẻ mua ủng hộ 👍👍👍 sản phẩm nếu xài tốt trong tương lai.(◍•ᴗ•◍)❤",Product,Good,0
"sản phẩm giống hình, đường kính 27.4cm, cao 4cm, dày 7mm. cầm nhẹ tay nên phù hợp với người yếu đuối như tui. chống dính ok. chiên xào nên chuyển sang vá gỗ hay silicon tránh làm trầy chảo.",Product,Good,0
"chảo chiên chống dính sâu lòng đáy từ chính hãng tefal hàng chất lượng tốt, quà tặng từ tefal. cho shop 5 sao.",Product,Good,0
"bộ 2 chảo chống dính đáy từ vân đá cao cấp hàng chính hãng tefal. chảo chất lượng tốt, kiểu dáng đẹp. vote shop 5 sao.",Product,Good,0
"chảo đẹp, giao hàng nhanh, k có j để chê",Product,Good,0
"shop giao hàng như hình nhe , chảo cầm chắc tay , chưa sử dụng nên sẽ đánh giá sản phẩm sau",Product,Good,0
"đã nhận được hàng đẹp, chắc chắn, cầm rất nặng tay,chất lượng phải dùng lâu dài mới đánh giá được ",Product,Good,0
chảo tốt,Quality,Good,1
bộ nồi đẹp. chắc chắn. cầm vừa tay. phù hơph với giá tiền. đượ tặng thêm 1 chiếc chảo nữa. sản phẩm có giấy bảo hành của hangz,Product,Good,0
"hàng chất lượng, xài mới biết, giá rẻ và nhận đúng hàng mô tả, 5 sao cho tefal",Product,Good,0
"giao hàng nhanh, chảo hơi nhỏ chút njhggvvbbbbnnnbbhgdffghhhhhhhjjjhhhhhhhgvggghggggggbbhhhhhhhhhhhhggddfhhhhhbbbbbbbbbbbbbbbbbgggffccc",Logistic,Good,2
"hàng tặng kèm nhưng bị méo mất tiêu, k đóng được nắp, phải ấn mạnh mới đóng được, hàng gói kỹ nên có thể là méo từ trước ",Logistic,Bad,2
"nồi đẹp, giá cả hợp lý vì mua đúng đợt sale, chờ ngày về nhà mới thì mới dùng nên chưa biết chất lượng có okela k 😅😅😂",Product,Good,0
"nồi đẹp, nhưng hơi nặng tay, mua sales nen dc gia tot,màu đỏ khá sang nhé.
ảnh video mang tính chất nhận xu.",Product,Good,0
"đặt hàng 12/12 giao hàng nhanh, đóng gói rất kĩ nhiều bong bóng xốp nên vẫn giữ được chảo nguyên vẹn đẹp. thương hiệu tefal chuẩn chất lượng rồi ạ, vân đá trơn mịn, chảo cầm chắc tay. kích thước 24-26 cm phù hợp gia đình 4-5 người thuận tiện nấu nướng nhé!",Product,Good,0
"sản phẩm dùng rất tốt, giá cả hợp lý. mua bộ 3 chảo mà giá chỉ 404k.sản phẩm rất tốt mọi người nên trải nghiệm nhé.cảm ơn shop nhiều. ",Quality,Good,1
"shop giao hàng nhanh, đóng gói cẩn thận. sản phẩm không bị xước gì cả, mình dùng thử và thấy rất ok, hẹ thống điều khiển rất nhạy. rất hài lòng ạ ",Logistic,Good,2
"shop giao hàng nhanh, đóng gói cẩn thận. hàng về không bị móp méo gì cả, nồi đẹp, mình rất ứng ý luôn ạ",Product,Good,0
"shop giao hàng nhanh, đóng gói cẩn thận. trước thấy đánh giá nói hàng móp méo nhưng may mắn hàng của mình không bị gì cả, rất hài lòng ạ",Logistic,Good,2
"sản phẩm tốt, đóng gói kỹ. cầm năng tay",Logistic,Good,2
"mẹ nói thích lắm, săn đc rẻ cảm ơn shop",Quality,Good,1
"hàng chất lượng, dày dặn, hàng tặng chất lượng tốt, hàng mua chảo tặng cầm năng tay, nếu bền sẽ mua thêm sử dụng.",Product,Good,0
"thấy trên tiktok cô hương review bộ chảo này rất tốt nen mua thử, trùng dịp lazada đang sale nên hốt luôn",Quality,Good,1
"hàng tặng kèm, sau đơn cực tệ lần trc nay đã đóng gói ổn hơn, ",Logistic,Good,2
"đơn này ổn hơn đơn trước, qua đặt nay có luôn, đủ nguyên hộp, chống sốc đầy đủ, có keo hàng dễ vỡ nên đảm bảo hơn, chung lại hàng dễ bị tác động shop nên để tâm hơn khâu đóng thế này",Quality,Good,1
"chất chảo mỏng, nhưng chiên rán rất thích. chảo to nên chiên xào thoải mái. sẽ còn ủng hộ tafal!!!",Product,Good,0
hàng tốt giao nhanh!,Quality,Good,1
"máy sử dụng ok, âm thanh của máy không quá ồn",Quality,Good,1
sản phẩm đúng miêu tả. chất lượng sản phẩm tuyệt vời. đóng gói sản phẩm cẩn thận. shop giao hàng nhanh. sẽ ủng hộ shop lâu dài.,Product,Good,0
sản phẩm đúng miêu tả. chất lượng sản phẩm tuyệt vời. đóng gói sản phẩm cẩn thận. shop giao hàng nhanh. ko biết kích hoạt bảo hành điện tử thế nào,Product,Good,0
"chảo đẹp, gói hàng chắc chắn......................................................",Product,Good,0
"mình đã nấu sữa hạt sen, sữa đậu đen, sữa đậu nành. rất tiện lợi. 
nghe cmt là nó kêu lớn nên ko bỡ ngỡ. chứ ko tưởng nó bị gì. có máy này quá oki cho bữa sáng luôn. tầm 20 phút là có sữa uống. ",Quality,Good,1
hàng ok,Quality,Good,1
hàng chất lượng,Product,Good,0
"hàng xịn, vận chuyển nhanh",Product,Good,0
mua nồi cơm điện được tặng cái nồi này. shop đóng gói hàng rất chắc chắn luôn.,Logistic,Good,2
"săn sale 12.12 nhận hàng 15.12. shop đóng gói hàng cẩn thận, giao hàng khá nhanh. hình thức, thiết kế tạm ổn. mình có nấu thử cơm gạo lức tím than với chế độ nấu cơm niêu thì mất khoảng 1h. cơm nấu không bị dính vào lòng nồi. điểm trừ là lúc mở nắp nồi nếu không bật nhanh nắp lên hơi nước đọng lại sẽ chảy hết xuống cơm, mở nhanh nước tràn ra 2 bên thành nồi thì nấu xong vệ sinh là ổn. nồi có 6 chế độ nấu thôi. mức giá hơn 1tr1 mà có tặng cả 1 nồi nấu 20cm thì cũng không đòi hỏi gì hơn. ",Logistic,Good,2
"giao hàng nhanh, gói kỹ cẩn thận, kiểu dáng đẹp",Product,Good,0
"shop giao nhanh áp đc nhiều mã giảm nên mua nha mn, màu đẹp kích thước vừa vặn",Product,Good,0
"chảo đẹp, đóng gói chắn chắn, cẩn thận. nhưng không hiểu sao cùng đường kính 28cm chảo này lại nhỏ hơn chảo nhà mình đang dùng cũng 28cm. ",Product,Good,0
"giao hàng quá nhanh luôn, hôm nay đặt mai đã nhận được hàng luôn rồi. săn sale được giá còn 2,1tr bao gồm cả máy xay sinh tố quá ưng luôn. test thử xay cà chua, ổi, cà rốt.... đều oki hết . ủng hộ tefal 🥰🥰🥰",Quality,Good,1
đóng gói cẩn nhaznj giao hàng nhanh,Logistic,Good,2
"đóng gói sản phẩm chắc chắn, giao hàng rất nhanh, sản phẩm đúng như giới thiệu, đánh giá năm sao",Logistic,Good,2
"giao hàng nhanh, đặt 3 ngày sau giao luôn
hàng nguyên vẹn, đúng mẫu, cầm nặng tay
size tương đối ổn, không quá nhỏ",Logistic,Good,2
đóng gói qua kĩ..hàng xài tốt..mà thành nồi mỏng,Logistic,Good,2
"giao hàng nhanh, mình săn dc sale giá siêu ưng. sp cũng chuẩn hãng. rất hài lòng 👍",Logistic,Good,2
"hàng tốt chất lượng quốc tế, giá tốt. hàng tốt chất lượng quốc tế, giá tốt. hàng tốt chất lượng quốc tế, giá tốt",Product,Good,0
sản phẩm tốt sẽ ủng hộ shop tiếp.,Quality,Good,1
nồi đẹp,Product,Good,0
"thật sự không hài lòng cho lần mua này cho bộ chảo nhập khẩu từ pháp. có xem đánh giá của mọi người mua trước đó là chảo bị  móp nhiều do tin tưởng vào tefal nên quyết định mua dùng ai dè cũng bị móp như mọi người đánh giá trước đây, mình nghỉ k phải do vấn đề shipper mà là vấn đề ở tefal biết chảo bị lỗi cố tình giao cho khách hàng. mn xem xét trước khi mua nha",Logistic,Bad,2
"sản phẩm đóng gói cẩn thận
sản phẩm đẹp, nhìn chắc chắn và dễ sử dụng
còn bền hay không chưa biết",Product,Good,0
